Date,Day_of_Week,LineName,Route_Type,DepartureTime,Hour_of_Day,Live_Traffic_Index,Actual_Delay_Minutes
2024-04-03,Wednesday,598,Commuter Express,16:00:00,16,2.1,12
2024-04-03,Wednesday,598,Commuter Express,17:00:00,17,3.5,15
2024-04-03,Wednesday,598,Commuter Express,18:00:00,18,2.7,9
2024-04-04,Thursday,597,City Service,08:00:00,8,3.9,22
2024-04-04,Thursday,597,City Service,09:00:00,9,3.7,16
2024-04-04,Thursday,597,City Service,10:00:00,10,2.6,6
2024-04-04,Thursday,597,City Service,11:00:00,11,1.8,3
2024-04-04,Thursday,597,City Service,12:00:00,12,1.2,4
2024-04-04,Thursday,597,City Service,13:00:00,13,2.0,5
2024-04-04,Thursday,597,City Service,14:00:00,14,1.1,3
2024-04-04,Thursday,597,City Service,15:00:00,15,0.1,5
2024-04-04,Thursday,597,City Service,16:00:00,16,4.1,15
2024-04-04,Thursday,597,City Service,17:00:00,17,4.2,17
2024-04-04,Thursday,597,City Service,18:00:00,18,3.8,16
2024-04-04,Thursday,598,Commuter Express,08:00:00,8,1.5,6
2024-04-04,Thursday,598,Commuter Express,09:00:00,9,2.3,12
2024-04-04,Thursday,598,Commuter Express,10:00:00,10,1.2,3
2024-04-04,Thursday,598,Commuter Express,11:00:00,11,1.1,8
2024-04-04,Thursday,598,Commuter Express,12:00:00,12,0.5,3
2024-04-04,Thursday,598,Commuter Express,13:00:00,13,1.9,4
2024-04-04,Thursday,598,Commuter Express,14:00:00,14,0.0,6
2024-04-04,Thursday,598,Commuter Express,15:00:00,15,2.6,6
2024-04-04,Thursday,598,Commuter Express,16:00:00,16,3.8,19
2024-04-04,Thursday,598,Commuter Express,17:00:00,17,3.1,17
2024-04-04,Thursday,598,Commuter Express,18:00:00,18,3.6,16
2024-04-05,Friday,597,City Service,08:00:00,8,4.0,16
2024-04-05,Friday,597,City Service,09:00:00,9,2.0,13
2024-04-05,Friday,597,City Service,10:00:00,10,0.3,8
2024-04-05,Friday,597,City Service,11:00:00,11,0.6,7
2024-04-05,Friday,597,City Service,12:00:00,12,2.6,7
2024-04-05,Friday,597,City Service,13:00:00,13,1.1,4
2024-04-05,Friday,597,City Service,14:00:00,14,1.0,4
2024-04-05,Friday,597,City Service,15:00:00,15,1.2,8
2024-04-05,Friday,597,City Service,16:00:00,16,2.4,14
2024-04-05,Friday,597,City Service,17:00:00,17,2.2,14
2024-04-05,Friday,597,City Service,18:00:00,18,1.6,12
2024-04-05,Friday,598,Commuter Express,08:00:00,8,3.0,14
2024-04-05,Friday,598,Commuter Express,09:00:00,9,1.7,8
2024-04-05,Friday,598,Commuter Express,10:00:00,10,1.6,4
2024-04-05,Friday,598,Commuter Express,11:00:00,11,1.9,7
2024-04-05,Friday,598,Commuter Express,12:00:00,12,2.7,8
2024-04-05,Friday,598,Commuter Express,13:00:00,13,0.7,5
2024-04-05,Friday,598,Commuter Express,14:00:00,14,0.2,5
2024-04-05,Friday,598,Commuter Express,15:00:00,15,0.1,6
2024-04-05,Friday,598,Commuter Express,16:00:00,16,3.0,21
2024-04-05,Friday,598,Commuter Express,17:00:00,17,3.3,16
2024-04-05,Friday,598,Commuter Express,18:00:00,18,3.4,17
2024-04-06,Saturday,597,City Service,08:00:00,8,0.7,7
2024-04-06,Saturday,597,City Service,09:00:00,9,0.0,5
2024-04-06,Saturday,597,City Service,10:00:00,10,1.5,4
2024-04-06,Saturday,597,City Service,11:00:00,11,0.0,3
2024-04-06,Saturday,597,City Service,12:00:00,12,1.1,2
2024-04-06,Saturday,597,City Service,13:00:00,13,0.0,3
2024-04-06,Saturday,597,City Service,14:00:00,14,0.7,2
2024-04-06,Saturday,597,City Service,15:00:00,15,0.0,1
2024-04-06,Saturday,597,City Service,16:00:00,16,2.9,8
2024-04-06,Saturday,597,City Service,17:00:00,17,0.9,6
2024-04-06,Saturday,597,City Service,18:00:00,18,3.9,12
2024-04-06,Saturday,598,Commuter Express,08:00:00,8,0.4,6
2024-04-06,Saturday,598,Commuter Express,09:00:00,9,0.5,6
2024-04-06,Saturday,598,Commuter Express,10:00:00,10,2.0,3
2024-04-06,Saturday,598,Commuter Express,11:00:00,11,0.0,3
2024-04-06,Saturday,598,Commuter Express,12:00:00,12,1.0,2
2024-04-06,Saturday,598,Commuter Express,13:00:00,13,1.2,0
2024-04-06,Saturday,598,Commuter Express,14:00:00,14,0.0,3
2024-04-06,Saturday,598,Commuter Express,15:00:00,15,1.7,2
2024-04-06,Saturday,598,Commuter Express,16:00:00,16,0.6,7
2024-04-06,Saturday,598,Commuter Express,17:00:00,17,1.7,8
2024-04-06,Saturday,598,Commuter Express,18:00:00,18,1.2,9
2024-04-07,Sunday,597,City Service,08:00:00,8,2.5,6
2024-04-07,Sunday,597,City Service,09:00:00,9,1.0,4
2024-04-07,Sunday,597,City Service,10:00:00,10,0.8,3
2024-04-07,Sunday,597,City Service,11:00:00,11,0.4,3
2024-04-07,Sunday,597,City Service,12:00:00,12,0.0,4
2024-04-07,Sunday,597,City Service,13:00:00,13,0.4,3
2024-04-07,Sunday,597,City Service,14:00:00,14,0.5,4
2024-04-07,Sunday,597,City Service,15:00:00,15,0.0,4
2024-04-07,Sunday,597,City Service,16:00:00,16,1.8,8
2024-04-07,Sunday,597,City Service,17:00:00,17,0.7,5
2024-04-07,Sunday,597,City Service,18:00:00,18,0.0,5
2024-04-07,Sunday,598,Commuter Express,08:00:00,8,1.2,4
2024-04-07,Sunday,598,Commuter Express,09:00:00,9,1.6,7
2024-04-07,Sunday,598,Commuter Express,10:00:00,10,2.0,3
2024-04-07,Sunday,598,Commuter Express,11:00:00,11,0.0,2
2024-04-07,Sunday,598,Commuter Express,12:00:00,12,0.8,2
2024-04-07,Sunday,598,Commuter Express,13:00:00,13,0.2,3
2024-04-07,Sunday,598,Commuter Express,14:00:00,14,0.0,3
2024-04-07,Sunday,598,Commuter Express,15:00:00,15,0.5,2
2024-04-07,Sunday,598,Commuter Express,16:00:00,16,2.3,6
2024-04-07,Sunday,598,Commuter Express,17:00:00,17,1.9,7
2024-04-07,Sunday,598,Commuter Express,18:00:00,18,0.0,6
2024-04-08,Monday,597,City Service,08:00:00,8,3.2,18
2024-04-08,Monday,597,City Service,09:00:00,9,3.8,21
2024-04-08,Monday,597,City Service,10:00:00,10,0.2,6
2024-04-08,Monday,597,City Service,11:00:00,11,0.0,6
2024-04-08,Monday,597,City Service,12:00:00,12,2.1,5
2024-04-08,Monday,597,City Service,13:00:00,13,1.5,5
2024-04-08,Monday,597,City Service,14:00:00,14,1.9,5
2024-04-08,Monday,597,City Service,15:00:00,15,1.5,1
2024-04-08,Monday,597,City Service,16:00:00,16,1.7,14
2024-04-08,Monday,597,City Service,17:00:00,17,3.0,13
2024-04-08,Monday,597,City Service,18:00:00,18,2.5,14
2024-04-08,Monday,598,Commuter Express,08:00:00,8,1.6,15
2024-04-08,Monday,598,Commuter Express,09:00:00,9,2.7,14
2024-04-08,Monday,598,Commuter Express,10:00:00,10,1.5,5
2024-04-08,Monday,598,Commuter Express,11:00:00,11,0.6,1
2024-04-08,Monday,598,Commuter Express,12:00:00,12,2.7,7
2024-04-08,Monday,598,Commuter Express,13:00:00,13,0.9,6
2024-04-08,Monday,598,Commuter Express,14:00:00,14,2.3,9
2024-04-08,Monday,598,Commuter Express,15:00:00,15,0.2,6
2024-04-08,Monday,598,Commuter Express,16:00:00,16,0.9,7
2024-04-08,Monday,598,Commuter Express,17:00:00,17,4.0,16
2024-04-08,Monday,598,Commuter Express,18:00:00,18,2.6,11
2024-04-09,Tuesday,597,City Service,08:00:00,8,1.3,7
2024-04-09,Tuesday,597,City Service,09:00:00,9,3.2,19
2024-04-09,Tuesday,597,City Service,10:00:00,10,0.1,6
2024-04-09,Tuesday,597,City Service,11:00:00,11,2.1,5
2024-04-09,Tuesday,597,City Service,12:00:00,12,0.0,4
2024-04-09,Tuesday,597,City Service,13:00:00,13,1.7,7
2024-04-09,Tuesday,597,City Service,14:00:00,14,2.3,6
2024-04-09,Tuesday,597,City Service,15:00:00,15,2.8,8
2024-04-09,Tuesday,597,City Service,16:00:00,16,3.8,16
2024-04-09,Tuesday,597,City Service,17:00:00,17,4.0,15
2024-04-09,Tuesday,597,City Service,18:00:00,18,3.7,17
2024-04-09,Tuesday,598,Commuter Express,08:00:00,8,2.4,11
2024-04-09,Tuesday,598,Commuter Express,09:00:00,9,1.9,8
2024-04-09,Tuesday,598,Commuter Express,10:00:00,10,0.6,6
2024-04-09,Tuesday,598,Commuter Express,11:00:00,11,0.5,5
2024-04-09,Tuesday,598,Commuter Express,12:00:00,12,2.3,6
2024-04-09,Tuesday,598,Commuter Express,13:00:00,13,1.6,4
2024-04-09,Tuesday,598,Commuter Express,14:00:00,14,2.5,6
2024-04-09,Tuesday,598,Commuter Express,15:00:00,15,2.4,7
2024-04-09,Tuesday,598,Commuter Express,16:00:00,16,4.6,20
2024-04-09,Tuesday,598,Commuter Express,17:00:00,17,2.5,17
2024-04-09,Tuesday,598,Commuter Express,18:00:00,18,4.8,20
2024-04-10,Wednesday,597,City Service,08:00:00,8,1.7,15
2024-04-10,Wednesday,597,City Service,09:00:00,9,2.0,11
2024-04-10,Wednesday,597,City Service,10:00:00,10,1.9,9
2024-04-10,Wednesday,597,City Service,11:00:00,11,0.7,6
2024-04-10,Wednesday,597,City Service,12:00:00,12,1.7,3
2024-04-10,Wednesday,597,City Service,13:00:00,13,1.3,6
2024-04-10,Wednesday,597,City Service,14:00:00,14,1.4,8
2024-04-10,Wednesday,597,City Service,15:00:00,15,0.1,6
2024-04-10,Wednesday,597,City Service,16:00:00,16,1.2,12
2024-04-10,Wednesday,597,City Service,17:00:00,17,1.1,9
2024-04-10,Wednesday,597,City Service,18:00:00,18,1.8,12
2024-04-10,Wednesday,598,Commuter Express,08:00:00,8,2.3,11
2024-04-10,Wednesday,598,Commuter Express,09:00:00,9,2.9,15
2024-04-10,Wednesday,598,Commuter Express,10:00:00,10,2.7,7
2024-04-10,Wednesday,598,Commuter Express,11:00:00,11,1.2,7
2024-04-10,Wednesday,598,Commuter Express,12:00:00,12,1.2,6
2024-04-10,Wednesday,598,Commuter Express,13:00:00,13,0.1,3
2024-04-10,Wednesday,598,Commuter Express,14:00:00,14,2.3,8
2024-04-10,Wednesday,598,Commuter Express,15:00:00,15,1.0,8
2024-04-10,Wednesday,598,Commuter Express,16:00:00,16,0.7,7
2024-04-10,Wednesday,598,Commuter Express,17:00:00,17,2.3,11
2024-04-10,Wednesday,598,Commuter Express,18:00:00,18,4.6,18
2024-04-11,Thursday,597,City Service,08:00:00,8,2.2,8
2024-04-11,Thursday,597,City Service,09:00:00,9,1.7,11
2024-04-11,Thursday,597,City Service,10:00:00,10,0.4,6
2024-04-11,Thursday,597,City Service,11:00:00,11,1.3,5
2024-04-11,Thursday,597,City Service,12:00:00,12,1.9,7
2024-04-11,Thursday,597,City Service,13:00:00,13,1.8,7
2024-04-11,Thursday,597,City Service,14:00:00,14,0.3,2
2024-04-11,Thursday,597,City Service,15:00:00,15,2.2,5
2024-04-11,Thursday,597,City Service,16:00:00,16,1.9,16
2024-04-11,Thursday,597,City Service,17:00:00,17,2.8,18
2024-04-11,Thursday,597,City Service,18:00:00,18,1.3,9
2024-04-11,Thursday,598,Commuter Express,08:00:00,8,2.9,10
2024-04-11,Thursday,598,Commuter Express,09:00:00,9,2.0,7
2024-04-11,Thursday,598,Commuter Express,10:00:00,10,1.1,7
2024-04-11,Thursday,598,Commuter Express,11:00:00,11,1.3,11
2024-04-11,Thursday,598,Commuter Express,12:00:00,12,0.1,7
2024-04-11,Thursday,598,Commuter Express,13:00:00,13,1.8,5
2024-04-11,Thursday,598,Commuter Express,14:00:00,14,1.1,7
2024-04-11,Thursday,598,Commuter Express,15:00:00,15,1.0,7
2024-04-11,Thursday,598,Commuter Express,16:00:00,16,4.3,15
2024-04-11,Thursday,598,Commuter Express,17:00:00,17,3.4,13
2024-04-11,Thursday,598,Commuter Express,18:00:00,18,2.2,10
2024-04-12,Friday,597,City Service,08:00:00,8,0.7,6
2024-04-12,Friday,597,City Service,09:00:00,9,1.6,15
2024-04-12,Friday,597,City Service,10:00:00,10,0.0,4
2024-04-12,Friday,597,City Service,11:00:00,11,0.0,5
2024-04-12,Friday,597,City Service,12:00:00,12,1.5,6
2024-04-12,Friday,597,City Service,13:00:00,13,1.7,6
2024-04-12,Friday,597,City Service,14:00:00,14,1.9,8
2024-04-12,Friday,597,City Service,15:00:00,15,0.0,3
2024-04-12,Friday,597,City Service,16:00:00,16,4.9,19
2024-04-12,Friday,597,City Service,17:00:00,17,2.9,17
2024-04-12,Friday,597,City Service,18:00:00,18,4.0,20
2024-04-12,Friday,598,Commuter Express,08:00:00,8,3.0,14
2024-04-12,Friday,598,Commuter Express,09:00:00,9,4.2,14
2024-04-12,Friday,598,Commuter Express,10:00:00,10,2.1,6
2024-04-12,Friday,598,Commuter Express,11:00:00,11,1.1,5
2024-04-12,Friday,598,Commuter Express,12:00:00,12,0.5,5
2024-04-12,Friday,598,Commuter Express,13:00:00,13,0.4,9
2024-04-12,Friday,598,Commuter Express,14:00:00,14,0.3,6
2024-04-12,Friday,598,Commuter Express,15:00:00,15,1.7,6
2024-04-12,Friday,598,Commuter Express,16:00:00,16,4.2,15
2024-04-12,Friday,598,Commuter Express,17:00:00,17,1.1,10
2024-04-12,Friday,598,Commuter Express,18:00:00,18,1.6,14
2024-04-13,Saturday,597,City Service,08:00:00,8,0.3,5
2024-04-13,Saturday,597,City Service,09:00:00,9,0.6,8
2024-04-13,Saturday,597,City Service,10:00:00,10,1.7,4
2024-04-13,Saturday,597,City Service,11:00:00,11,2.1,3
2024-04-13,Saturday,597,City Service,12:00:00,12,1.7,2
2024-04-13,Saturday,597,City Service,13:00:00,13,1.5,3
2024-04-13,Saturday,597,City Service,14:00:00,14,1.2,1
2024-04-13,Saturday,597,City Service,15:00:00,15,0.5,2
2024-04-13,Saturday,597,City Service,16:00:00,16,2.4,7
2024-04-13,Saturday,597,City Service,17:00:00,17,0.6,6
2024-04-13,Saturday,597,City Service,18:00:00,18,2.2,10
2024-04-13,Saturday,598,Commuter Express,08:00:00,8,0.4,8
2024-04-13,Saturday,598,Commuter Express,09:00:00,9,2.1,8
2024-04-13,Saturday,598,Commuter Express,10:00:00,10,0.8,4
2024-04-13,Saturday,598,Commuter Express,11:00:00,11,2.1,3
2024-04-13,Saturday,598,Commuter Express,12:00:00,12,1.6,2
2024-04-13,Saturday,598,Commuter Express,13:00:00,13,1.3,2
2024-04-13,Saturday,598,Commuter Express,14:00:00,14,0.2,2
2024-04-13,Saturday,598,Commuter Express,15:00:00,15,0.0,3
2024-04-13,Saturday,598,Commuter Express,16:00:00,16,0.6,7
2024-04-13,Saturday,598,Commuter Express,17:00:00,17,0.6,6
2024-04-13,Saturday,598,Commuter Express,18:00:00,18,0.1,8
2024-04-14,Sunday,597,City Service,08:00:00,8,0.0,5
2024-04-14,Sunday,597,City Service,09:00:00,9,2.3,5
2024-04-14,Sunday,597,City Service,10:00:00,10,0.5,2
2024-04-14,Sunday,597,City Service,11:00:00,11,0.6,3
2024-04-14,Sunday,597,City Service,12:00:00,12,2.0,3
2024-04-14,Sunday,597,City Service,13:00:00,13,0.5,2
2024-04-14,Sunday,597,City Service,14:00:00,14,1.9,3
2024-04-14,Sunday,597,City Service,15:00:00,15,1.5,1
2024-04-14,Sunday,597,City Service,16:00:00,16,0.6,9
2024-04-14,Sunday,597,City Service,17:00:00,17,1.8,8
2024-04-14,Sunday,597,City Service,18:00:00,18,1.7,5
2024-04-14,Sunday,598,Commuter Express,08:00:00,8,1.7,7
2024-04-14,Sunday,598,Commuter Express,09:00:00,9,0.4,5
2024-04-14,Sunday,598,Commuter Express,10:00:00,10,0.0,2
2024-04-14,Sunday,598,Commuter Express,11:00:00,11,0.0,2
2024-04-14,Sunday,598,Commuter Express,12:00:00,12,0.7,3
2024-04-14,Sunday,598,Commuter Express,13:00:00,13,0.1,2
2024-04-14,Sunday,598,Commuter Express,14:00:00,14,0.2,2
2024-04-14,Sunday,598,Commuter Express,15:00:00,15,1.6,2
2024-04-14,Sunday,598,Commuter Express,16:00:00,16,1.4,6
2024-04-14,Sunday,598,Commuter Express,17:00:00,17,1.4,5
2024-04-14,Sunday,598,Commuter Express,18:00:00,18,2.0,7
2024-04-15,Monday,597,City Service,08:00:00,8,2.9,18
2024-04-15,Monday,597,City Service,09:00:00,9,3.1,16
2024-04-15,Monday,597,City Service,10:00:00,10,0.0,2
2024-04-15,Monday,597,City Service,11:00:00,11,0.8,3
2024-04-15,Monday,597,City Service,12:00:00,12,0.0,7
2024-04-15,Monday,597,City Service,13:00:00,13,0.9,4
2024-04-15,Monday,597,City Service,14:00:00,14,0.5,4
2024-04-15,Monday,597,City Service,15:00:00,15,1.4,2
2024-04-15,Monday,597,City Service,16:00:00,16,3.0,12
2024-04-15,Monday,597,City Service,17:00:00,17,2.3,13
2024-04-15,Monday,597,City Service,18:00:00,18,2.1,13
2024-04-15,Monday,598,Commuter Express,08:00:00,8,4.7,17
2024-04-15,Monday,598,Commuter Express,09:00:00,9,3.6,14
2024-04-15,Monday,598,Commuter Express,10:00:00,10,1.2,4
2024-04-15,Monday,598,Commuter Express,11:00:00,11,0.8,8
2024-04-15,Monday,598,Commuter Express,12:00:00,12,2.4,6
2024-04-15,Monday,598,Commuter Express,13:00:00,13,0.0,2
2024-04-15,Monday,598,Commuter Express,14:00:00,14,0.7,4
2024-04-15,Monday,598,Commuter Express,15:00:00,15,1.3,6
2024-04-15,Monday,598,Commuter Express,16:00:00,16,4.0,15
2024-04-15,Monday,598,Commuter Express,17:00:00,17,3.7,14
2024-04-15,Monday,598,Commuter Express,18:00:00,18,3.3,12
2024-04-16,Tuesday,597,City Service,08:00:00,8,2.8,19
2024-04-16,Tuesday,597,City Service,09:00:00,9,2.7,14
2024-04-16,Tuesday,597,City Service,10:00:00,10,2.3,5
2024-04-16,Tuesday,597,City Service,11:00:00,11,1.5,5
2024-04-16,Tuesday,597,City Service,12:00:00,12,0.3,8
2024-04-16,Tuesday,597,City Service,13:00:00,13,0.0,5
2024-04-16,Tuesday,597,City Service,14:00:00,14,0.5,5
2024-04-16,Tuesday,597,City Service,15:00:00,15,0.0,5
2024-04-16,Tuesday,597,City Service,16:00:00,16,2.4,15
2024-04-16,Tuesday,597,City Service,17:00:00,17,1.4,7
2024-04-16,Tuesday,597,City Service,18:00:00,18,3.5,14
2024-04-16,Tuesday,598,Commuter Express,08:00:00,8,2.3,11
2024-04-16,Tuesday,598,Commuter Express,09:00:00,9,0.0,7
2024-04-16,Tuesday,598,Commuter Express,10:00:00,10,1.0,4
2024-04-16,Tuesday,598,Commuter Express,11:00:00,11,1.0,7
2024-04-16,Tuesday,598,Commuter Express,12:00:00,12,1.3,12
2024-04-16,Tuesday,598,Commuter Express,13:00:00,13,1.3,9
2024-04-16,Tuesday,598,Commuter Express,14:00:00,14,0.6,8
2024-04-16,Tuesday,598,Commuter Express,15:00:00,15,1.5,4
2024-04-16,Tuesday,598,Commuter Express,16:00:00,16,3.6,21
2024-04-16,Tuesday,598,Commuter Express,17:00:00,17,0.7,10
2024-04-16,Tuesday,598,Commuter Express,18:00:00,18,4.4,16
2024-04-17,Wednesday,597,City Service,08:00:00,8,0.1,5
2024-04-17,Wednesday,597,City Service,09:00:00,9,1.8,12
2024-04-17,Wednesday,597,City Service,10:00:00,10,1.5,6
2024-04-17,Wednesday,597,City Service,11:00:00,11,0.3,6
2024-04-17,Wednesday,597,City Service,12:00:00,12,0.5,9
2024-04-17,Wednesday,597,City Service,13:00:00,13,2.0,5
2024-04-17,Wednesday,597,City Service,14:00:00,14,0.0,3
2024-04-17,Wednesday,597,City Service,15:00:00,15,0.0,4
2024-04-17,Wednesday,597,City Service,16:00:00,16,2.5,14
2024-04-17,Wednesday,597,City Service,17:00:00,17,0.8,4
2024-04-17,Wednesday,597,City Service,18:00:00,18,1.0,8
2024-04-17,Wednesday,598,Commuter Express,08:00:00,8,2.7,16
2024-04-17,Wednesday,598,Commuter Express,09:00:00,9,4.4,17
2024-04-17,Wednesday,598,Commuter Express,10:00:00,10,1.6,7
2024-04-17,Wednesday,598,Commuter Express,11:00:00,11,0.0,4
2024-04-17,Wednesday,598,Commuter Express,12:00:00,12,1.5,10
2024-04-17,Wednesday,598,Commuter Express,13:00:00,13,2.3,7
2024-04-17,Wednesday,598,Commuter Express,14:00:00,14,0.1,5
2024-04-17,Wednesday,598,Commuter Express,15:00:00,15,0.5,8
2024-04-17,Wednesday,598,Commuter Express,16:00:00,16,0.0,5
2024-04-17,Wednesday,598,Commuter Express,17:00:00,17,3.5,17
2024-04-17,Wednesday,598,Commuter Express,18:00:00,18,4.5,17
2024-04-18,Thursday,597,City Service,08:00:00,8,3.2,15
2024-04-18,Thursday,597,City Service,09:00:00,9,2.5,12
2024-04-18,Thursday,597,City Service,10:00:00,10,1.5,5
2024-04-18,Thursday,597,City Service,11:00:00,11,2.6,7
2024-04-18,Thursday,597,City Service,12:00:00,12,0.3,3
2024-04-18,Thursday,597,City Service,13:00:00,13,2.5,6
2024-04-18,Thursday,597,City Service,14:00:00,14,2.5,7
2024-04-18,Thursday,597,City Service,15:00:00,15,2.3,5
2024-04-18,Thursday,597,City Service,16:00:00,16,3.4,13
2024-04-18,Thursday,597,City Service,17:00:00,17,3.7,12
2024-04-18,Thursday,597,City Service,18:00:00,18,3.4,16
2024-04-18,Thursday,598,Commuter Express,08:00:00,8,3.3,11
2024-04-18,Thursday,598,Commuter Express,09:00:00,9,4.0,16
2024-04-18,Thursday,598,Commuter Express,10:00:00,10,2.8,7
2024-04-18,Thursday,598,Commuter Express,11:00:00,11,1.5,7
2024-04-18,Thursday,598,Commuter Express,12:00:00,12,0.6,5
2024-04-18,Thursday,598,Commuter Express,13:00:00,13,0.0,3
2024-04-18,Thursday,598,Commuter Express,14:00:00,14,0.0,4
2024-04-18,Thursday,598,Commuter Express,15:00:00,15,1.4,8
2024-04-18,Thursday,598,Commuter Express,16:00:00,16,4.7,17
2024-04-18,Thursday,598,Commuter Express,17:00:00,17,2.0,11
2024-04-18,Thursday,598,Commuter Express,18:00:00,18,2.9,8
2024-04-19,Friday,597,City Service,08:00:00,8,3.6,12
2024-04-19,Friday,597,City Service,09:00:00,9,3.6,17
2024-04-19,Friday,597,City Service,10:00:00,10,0.9,7
2024-04-19,Friday,597,City Service,11:00:00,11,1.7,3
2024-04-19,Friday,597,City Service,12:00:00,12,0.7,3
2024-04-19,Friday,597,City Service,13:00:00,13,0.0,5
2024-04-19,Friday,597,City Service,14:00:00,14,1.7,4
2024-04-19,Friday,597,City Service,15:00:00,15,0.4,7
2024-04-19,Friday,597,City Service,16:00:00,16,3.3,13
2024-04-19,Friday,597,City Service,17:00:00,17,2.0,11
2024-04-19,Friday,597,City Service,18:00:00,18,2.2,10
2024-04-19,Friday,598,Commuter Express,08:00:00,8,2.9,9
2024-04-19,Friday,598,Commuter Express,09:00:00,9,2.3,12
2024-04-19,Friday,598,Commuter Express,10:00:00,10,2.7,6
2024-04-19,Friday,598,Commuter Express,11:00:00,11,0.4,6
2024-04-19,Friday,598,Commuter Express,12:00:00,12,0.5,6
2024-04-19,Friday,598,Commuter Express,13:00:00,13,0.5,9
2024-04-19,Friday,598,Commuter Express,14:00:00,14,1.8,7
2024-04-19,Friday,598,Commuter Express,15:00:00,15,0.1,6
2024-04-19,Friday,598,Commuter Express,16:00:00,16,4.1,19
2024-04-19,Friday,598,Commuter Express,17:00:00,17,2.4,15
2024-04-19,Friday,598,Commuter Express,18:00:00,18,4.4,15
2024-04-20,Saturday,597,City Service,08:00:00,8,0.0,6
2024-04-20,Saturday,597,City Service,09:00:00,9,2.6,7
2024-04-20,Saturday,597,City Service,10:00:00,10,0.5,3
2024-04-20,Saturday,597,City Service,11:00:00,11,1.4,3
2024-04-20,Saturday,597,City Service,12:00:00,12,0.3,3
2024-04-20,Saturday,597,City Service,13:00:00,13,0.0,1
2024-04-20,Saturday,597,City Service,14:00:00,14,0.0,3
2024-04-20,Saturday,597,City Service,15:00:00,15,1.9,4
2024-04-20,Saturday,597,City Service,16:00:00,16,0.8,6
2024-04-20,Saturday,597,City Service,17:00:00,17,1.2,10
2024-04-20,Saturday,597,City Service,18:00:00,18,2.2,4
2024-04-20,Saturday,598,Commuter Express,08:00:00,8,2.2,4
2024-04-20,Saturday,598,Commuter Express,09:00:00,9,1.6,8
2024-04-20,Saturday,598,Commuter Express,10:00:00,10,1.8,4
2024-04-20,Saturday,598,Commuter Express,11:00:00,11,1.7,2
2024-04-20,Saturday,598,Commuter Express,12:00:00,12,0.0,3
2024-04-20,Saturday,598,Commuter Express,13:00:00,13,0.9,3
2024-04-20,Saturday,598,Commuter Express,14:00:00,14,0.5,3
2024-04-20,Saturday,598,Commuter Express,15:00:00,15,0.5,4
2024-04-20,Saturday,598,Commuter Express,16:00:00,16,2.0,6
2024-04-20,Saturday,598,Commuter Express,17:00:00,17,2.9,7
2024-04-20,Saturday,598,Commuter Express,18:00:00,18,1.7,8
2024-04-21,Sunday,597,City Service,08:00:00,8,2.6,6
2024-04-21,Sunday,597,City Service,09:00:00,9,2.0,10
2024-04-21,Sunday,597,City Service,10:00:00,10,1.6,2
2024-04-21,Sunday,597,City Service,11:00:00,11,1.4,4
2024-04-21,Sunday,597,City Service,12:00:00,12,0.0,3
2024-04-21,Sunday,597,City Service,13:00:00,13,0.0,2
2024-04-21,Sunday,597,City Service,14:00:00,14,1.0,4
2024-04-21,Sunday,597,City Service,15:00:00,15,0.5,2
2024-04-21,Sunday,597,City Service,16:00:00,16,2.5,7
2024-04-21,Sunday,597,City Service,17:00:00,17,3.0,8
2024-04-21,Sunday,597,City Service,18:00:00,18,0.0,3
2024-04-21,Sunday,598,Commuter Express,08:00:00,8,2.0,8
2024-04-21,Sunday,598,Commuter Express,09:00:00,9,1.2,8
2024-04-21,Sunday,598,Commuter Express,10:00:00,10,1.4,4
2024-04-21,Sunday,598,Commuter Express,11:00:00,11,0.0,2
2024-04-21,Sunday,598,Commuter Express,12:00:00,12,0.0,2
2024-04-21,Sunday,598,Commuter Express,13:00:00,13,0.1,1
2024-04-21,Sunday,598,Commuter Express,14:00:00,14,0.2,3
2024-04-21,Sunday,598,Commuter Express,15:00:00,15,1.0,3
2024-04-21,Sunday,598,Commuter Express,16:00:00,16,0.9,3
2024-04-21,Sunday,598,Commuter Express,17:00:00,17,0.7,10
2024-04-21,Sunday,598,Commuter Express,18:00:00,18,2.7,8
2024-04-22,Monday,597,City Service,08:00:00,8,1.5,13
2024-04-22,Monday,597,City Service,09:00:00,9,2.4,12
2024-04-22,Monday,597,City Service,10:00:00,10,0.5,2
2024-04-22,Monday,597,City Service,11:00:00,11,0.0,5
2024-04-22,Monday,597,City Service,12:00:00,12,0.0,5
2024-04-22,Monday,597,City Service,13:00:00,13,1.2,6
2024-04-22,Monday,597,City Service,14:00:00,14,1.3,6
2024-04-22,Monday,597,City Service,15:00:00,15,1.0,8
2024-04-22,Monday,597,City Service,16:00:00,16,2.0,15
2024-04-22,Monday,597,City Service,17:00:00,17,3.3,17
2024-04-22,Monday,597,City Service,18:00:00,18,1.9,14
2024-04-22,Monday,598,Commuter Express,08:00:00,8,3.7,17
2024-04-22,Monday,598,Commuter Express,09:00:00,9,2.1,11
2024-04-22,Monday,598,Commuter Express,10:00:00,10,0.7,7
2024-04-22,Monday,598,Commuter Express,11:00:00,11,2.1,3
2024-04-22,Monday,598,Commuter Express,12:00:00,12,0.1,4
2024-04-22,Monday,598,Commuter Express,13:00:00,13,0.0,3
2024-04-22,Monday,598,Commuter Express,14:00:00,14,0.0,4
