VehicleJourneyCode,LineRef,ServiceRef,JourneyPatternRef,DepartureTime,OperatorRef,TicketMachineJourneyCode,Date,Day_of_Week,Hour_of_Day,Actual_Delay_Minutes,Live_Traffic_Index,LineName,Route_Type
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-03-29,Friday,10,5,0.1,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-03-29,Friday,11,3,0.8,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-03-29,Friday,12,5,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-03-30,Saturday,9,9,1.0,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-03-30,Saturday,11,4,0.1,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-03-30,Saturday,10,2,0.8,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-03-30,Saturday,10,0,0.9,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-03-30,Saturday,11,5,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-03-30,Saturday,12,1,0.6,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-03-31,Sunday,9,7,0.4,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-03-31,Sunday,11,1,0.2,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-03-31,Sunday,10,2,0.7,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-03-31,Sunday,10,0,0.2,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-03-31,Sunday,11,0,0.6,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-03-31,Sunday,12,1,0.9,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-01,Monday,9,11,2.1,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-01,Monday,11,0,0.1,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-01,Monday,10,5,0.5,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-01,Monday,10,4,1.4,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-01,Monday,11,2,0.7,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-01,Monday,12,5,0.7,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-02,Tuesday,9,16,2.8,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-02,Tuesday,11,5,1.4,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-02,Tuesday,10,7,0.9,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-02,Tuesday,10,3,0.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-02,Tuesday,11,5,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-02,Tuesday,12,4,0.8,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-03,Wednesday,9,4,0.5,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-03,Wednesday,11,9,2.4,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-03,Wednesday,10,6,0.3,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-03,Wednesday,10,9,0.9,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-03,Wednesday,11,4,0.2,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-03,Wednesday,12,4,1.4,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-04,Thursday,9,12,2.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-04,Thursday,11,5,1.5,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-04,Thursday,10,4,1.6,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-04,Thursday,10,7,0.6,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-04,Thursday,11,7,0.2,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-04,Thursday,12,5,1.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-05,Friday,9,16,3.0,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-05,Friday,11,0,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-05,Friday,10,9,1.4,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-05,Friday,10,1,1.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-05,Friday,11,0,0.8,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-05,Friday,12,7,1.6,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-06,Saturday,9,10,2.2,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-06,Saturday,11,3,0.5,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-06,Saturday,10,3,0.7,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-06,Saturday,10,1,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-06,Saturday,11,1,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-06,Saturday,12,0,0.1,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-07,Sunday,9,6,1.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-07,Sunday,11,3,0.4,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-07,Sunday,10,2,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-07,Sunday,10,3,0.5,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-07,Sunday,11,2,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-07,Sunday,12,2,0.2,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-08,Monday,9,18,3.8,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-08,Monday,11,7,0.3,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-08,Monday,10,3,1.1,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-08,Monday,10,5,1.2,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-08,Monday,11,6,1.1,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-08,Monday,12,2,0.9,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-09,Tuesday,9,11,0.8,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-09,Tuesday,11,7,0.4,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-09,Tuesday,10,8,0.7,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-09,Tuesday,10,3,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-09,Tuesday,11,3,1.1,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-09,Tuesday,12,8,0.9,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-10,Wednesday,9,27,5.4,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-10,Wednesday,11,7,1.6,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-10,Wednesday,10,5,1.4,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-10,Wednesday,10,5,0.1,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-10,Wednesday,11,0,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-10,Wednesday,12,8,0.6,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-11,Thursday,9,7,1.0,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-11,Thursday,11,4,0.3,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-11,Thursday,10,6,1.6,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-11,Thursday,10,6,1.5,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-11,Thursday,11,3,0.4,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-11,Thursday,12,0,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-12,Friday,9,12,2.1,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-12,Friday,11,1,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-12,Friday,10,8,0.9,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-12,Friday,10,0,0.6,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-12,Friday,11,6,0.1,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-12,Friday,12,4,0.6,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-13,Saturday,9,11,1.8,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-13,Saturday,11,2,0.2,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-13,Saturday,10,3,1.4,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-13,Saturday,10,0,0.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-13,Saturday,11,1,0.3,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-13,Saturday,12,4,1.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-14,Sunday,9,5,0.5,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-14,Sunday,11,3,0.6,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-14,Sunday,10,0,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-14,Sunday,10,3,0.9,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-14,Sunday,11,1,0.4,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-14,Sunday,12,2,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-15,Monday,9,9,1.9,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-15,Monday,11,3,0.9,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-15,Monday,10,9,2.2,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-15,Monday,10,8,2.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-15,Monday,11,11,1.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-15,Monday,12,4,0.3,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-16,Tuesday,9,18,2.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-16,Tuesday,11,8,2.3,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-16,Tuesday,10,5,0.1,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-16,Tuesday,10,3,1.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-16,Tuesday,11,3,1.1,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-16,Tuesday,12,5,1.8,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-17,Wednesday,9,20,2.4,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-17,Wednesday,11,7,2.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-17,Wednesday,10,0,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-17,Wednesday,10,4,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-17,Wednesday,11,11,1.1,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-17,Wednesday,12,3,0.6,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-18,Thursday,9,3,1.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-18,Thursday,11,5,0.7,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-18,Thursday,10,1,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-18,Thursday,10,2,1.2,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-18,Thursday,11,10,1.4,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-18,Thursday,12,0,0.9,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-19,Friday,9,15,1.7,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-19,Friday,11,9,2.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-19,Friday,10,1,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-19,Friday,10,5,1.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-19,Friday,11,3,1.4,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-19,Friday,12,2,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-20,Saturday,9,3,1.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-20,Saturday,11,2,1.1,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-20,Saturday,10,2,0.9,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-20,Saturday,10,2,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-20,Saturday,11,1,0.3,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-20,Saturday,12,2,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-21,Sunday,9,11,0.9,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-21,Sunday,11,0,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-21,Sunday,10,2,0.0,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-21,Sunday,10,1,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-21,Sunday,11,4,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-21,Sunday,12,1,0.1,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-22,Monday,9,14,2.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-22,Monday,11,3,1.4,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-22,Monday,10,4,0.7,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-22,Monday,10,5,1.5,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-22,Monday,11,0,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-22,Monday,12,0,0.0,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-23,Tuesday,9,15,2.4,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-23,Tuesday,11,1,0.1,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-23,Tuesday,10,4,0.1,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-23,Tuesday,10,3,0.0,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-23,Tuesday,11,0,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-23,Tuesday,12,8,0.4,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-24,Wednesday,9,13,3.1,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-24,Wednesday,11,4,1.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-24,Wednesday,10,7,2.1,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-24,Wednesday,10,2,0.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-24,Wednesday,11,0,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-24,Wednesday,12,7,1.5,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-25,Thursday,9,18,2.7,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-25,Thursday,11,5,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-25,Thursday,10,8,0.3,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-25,Thursday,10,6,0.3,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-25,Thursday,11,8,1.9,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-25,Thursday,12,2,1.2,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-26,Friday,9,16,3.5,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-26,Friday,11,2,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-26,Friday,10,7,1.5,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-26,Friday,10,5,0.4,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-26,Friday,11,3,0.5,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-26,Friday,12,3,0.3,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-27,Saturday,9,9,1.9,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-27,Saturday,11,4,0.5,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-27,Saturday,10,4,0.6,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-27,Saturday,10,2,0.7,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-27,Saturday,11,2,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-27,Saturday,12,3,1.4,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-28,Sunday,9,5,1.2,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-28,Sunday,11,1,0.0,597,City Service
vj_3,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:05:00,tkt_oid,1005,2024-04-28,Sunday,10,3,0.9,597,City Service
vj_4,LCAC:PC0003576:7:597,PC0003576:7,jp_2,10:35:00,tkt_oid,1035,2024-04-28,Sunday,10,2,0.9,597,City Service
vj_5,LCAC:PC0003576:7:597,PC0003576:7,jp_2,11:35:00,tkt_oid,1135,2024-04-28,Sunday,11,2,0.0,597,City Service
vj_6,LCAC:PC0003576:7:597,PC0003576:7,jp_3,12:05:00,tkt_oid,1205,2024-04-28,Sunday,12,3,0.3,597,City Service
vj_1,LCAC:PC0003576:7:597,PC0003576:7,jp_1,09:35:00,tkt_oid,935,2024-04-29,Monday,9,13,1.3,597,City Service
vj_2,LCAC:PC0003576:7:597,PC0003576:7,jp_1,11:05:00,tkt_oid,1105,2024-04-29,Monday,11,4,0.6,597,City Service
